customer_text,brand_text,conversation_id
,"I'm sorry for any frustration! Can you please provide us a bit more information? Which subscription ended? Have you been able to re-active it? We'd like to help, if possible. ^ST",conv_98136
iPhoneですがアプリ以外で視聴する方法ありますか？,こちらの作品でしょうか。PCやスマホ等からご視聴いただけますがご利用環境を教えていただけますか？SK,conv_98708
Is this some kind of a joke where you keep giving new deadlines everyday?? Why promise guaranteed delivery if you can’t deliver??,Sorry to know about the delivery issue. Did we happen to miss estimate as mentioned here: ?^KA,conv_12368
I was able to get it to work on IE.,"Thank you for contacting us. We are here to help, Joedee! If your Shopping Cart is empty or items are missing from it, it is likely that you are not logged in to your account. Learn more here: Let us know if this helps! ^SC",conv_70784
Thanks for the quick response!,"Hi, unfortunately, I can't see into your Amazon account via Twitter. Please use the following link to get in touch with my colleagues from the customer service: ^AM",conv_55943
How many times will the pick-up be rescheduled?,Sorry for the delay in pickup. Kindly contact us here: and we'll get the pick up done. ^SY,conv_11800
"That really sucks :S Oh well, here's to hoping you fix this in the future ;)","Thanks for reaching out to us! Gift cards purchased on the .com site can only be used there. Should you want to purchase from the co.uk site, the gift card would need to have been purchased from that particular site. ^AV",conv_68894
The item doesn't appear on that page 😬,"I'm so sorry the gift surprise was ruined! I completely understand your frustration. If you could, provide packaging feedback here; ^AV",conv_60541
Grata. Procuro parceria para divulgar pq meus leitores não tem costume de ler ebook. Se tem como anunciar os livros ou divulgar via Amazon,2/2 informação sobre outras oportunidades de negócios aqui: ^VM,conv_16992
"Yes ,maine bhar diya ha",May I please know if you have filled your details through the link provided earlier? ^SH,conv_15660
That link doesn’t take me to a direct email add. I want to know why I pay £80 for a service that I don’t benefit from.,Sorry to hear that. We'll be happy to look into that for you. Please reach out to us here: ^RS,conv_18338
Its very headache so please pick up from your hand. I dont pick up any charges for courier so please arrange from u.,"I understand that you're upset, Dharmesh. Could you confirm, submitting your details using the link shared earlier? ^MP",conv_14801
Thanks. Just sent.,"I understand you've had to contact us repeatedly to have this addressed, and I'm sorry for the frustration this has caused. I'd like a member of our team to make sure the appropriate action is taken. Please provide us with your details here: ^NS",conv_77520
"Oui il est trop mignon xD il s'amuse comme un fou olala, j'aurais intérêt à ranger le tunnel la nuit si je veux pas qu'il m'empêche de dormir !","C’est trop mignon, Kuro est adorable 😍😍 Il a l’air de bien s’amuser, mission accomplie 😜 ^BR",conv_58502
( ﾟ∀ﾟ︎ )こりゃあ〜すげえや！！,とんでもないです！ﾑﾌﾌ(*＾∀ﾟ)ъ EK,conv_56646
"I just want to return this, pls raise my concern. Not able to do this from my end. Dont expect anything from my end. If this not done then i will make sure will not buy anymore from","As per the screenshot, the item in picture isn't eligible for return. You can refer to our return policies here : Appreciate your understanding here. ^CB",conv_58373
I need help. I still don’t have my package and UPS is not helping. They claim to have attempted delivery even though I’ve been home waiting for this package. This happened both yesterday and today. I don’t know what to do next. I’m beyond frustrated at this point,"Hello, Jo. Thanks for reaching out to us today. Are you still having trouble with your delivery? ^FJ",conv_73881
Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,Canceling your Prime membership can be done here: You'll be shown your estimated refund there. ^SK,conv_1108
I cant login to the amazon acount.but my money stuck in the accoibt,account please reach out here: &amp; we'll forward to the concerned team to help you further. (2/3) ^BS,conv_22548
Cant reply to ur emails as these are aotomatic mails. And this is the only way to contact and where i getting proper reply.,"The issue is being looked into, I would request you to keep a check on your e-mails and respond to the correspondence when needed. ^KK",conv_51785
"This is like an everyday task with The agent calls and when asked to come in the allocated time a lot, reschedules the pickup","Kindly wait, we'll be contacting you with an update soon. Appreciate your understanding. ^ZH",conv_23987
わざわざありがとうございます、確認したところ架空請求でした。,Amazonを語る迷惑メールが出回っているようです。参考までに、正式なメールかどうかの識別方法については、こちらのヘルプページをご参照下さい。 EK,conv_51802
I've already waited a week!,Did the e-mail suggest waiting 36 hours to allow the carrier to deliver? For more info: ^TK,conv_25150
Know Amazon and buy products that Amazon will help his consumers in any conditions,"I understand your concern, unfortunately we cannot arrange a return as already mentioned. Kindly self-return the order. ^ZH",conv_13674
Now staring 30.11.17 to 05.12.17 #rubbish,"Hello, I am very sorry to hear this. What is the latest tracking information available for your parcel? Have a look here: ^CR",conv_60640
わざわざ返信してお知らせしていただけるとは…ありがとうございました。もう少しの間待ってみます,コンビニ・ATM・ネットバンキング・電子マネー払いのお支払番号は、ご注文の出荷準備が開始されるタイミングで発行されます。出荷準備開始後は、注文履歴の「領収書／購入明細書」からお支払い番号を確認頂けます。発行まで今しばらくお待ちください。 EK,conv_55964
Kindly organise for the pickup at your own sweet will. This shows the lax system and pathetic irregularities within your systems and people,Kindly share the asked details via the link shared. We'll check this for you. ^SG,conv_23964
I cannot see the discount on the payment page.,"I understand your concern regarding the No cost emi. The interest amount will be offered instantly once you place the order. However, the card issuing bank will continue to charge interest on the transaction. (1/2) ^GD",conv_65593
Thank you. Any way he can do this by speaking to a human on the phone?! He’s 79 and not great with online forms! Thanks for your help...,"I'm sorry he hasn't received his book. In this case, I recommend filing an A-to-z Guarantee Claim: ^TG",conv_26271
Your team only asks for 24 hours,Sorry that this is taking longer than expected. The issue is being looked into. I would request you to keep an eye on the e-mails and respond to the correspondence sent by the team. ^KK,conv_99970
I’m just confused as to how a Speaker is Restricted?.. Is this exclusive to Amazon or will I be able to find it in stores upon release?,"Hi Chris, some items aren't available to be delivered to Northern Ireland. You can find out more about delivery restrictions here: ^PJ",conv_59611
"It's ok....I understand...I just don't think you should say it's 2-day shipping, that's all. :)","Hi there! This is our busiest time of year, and unfortunately that slows everything down a bit as the carriers struggle to keep up. I know it's frustrating, and I sincerely apologize for any inconvenience this may cause. Do you have a specific package that is late? ^SP",conv_76790
Shared but no results of that. Fighting from past 3/4 months now.,Sorry for the trouble. Please share your details here: &amp; we'll get in touch with you soon. ^BS,conv_22581
Is that a 24 hr line,"I'm sorry about the link. For a faster response, contact us by phone here: without signing in. ^BE",conv_8828
si ese fue cobrado y en el correo disen q en 15 dias aviles me hacen el rembolso,"Grafo, en este caso ¿el pedido cancelado fue cobrado?. ^NB",conv_50257
Ive done that but it only gives me the option of the 1 months free trial and then £9.99 a month after. No way of clicking on the linkyousent,"Hey, Ben! Please try saying ""Alexa, try Amazon Music Unlimited."" You can find more information here: ^LA",conv_46152
No,Did you get any email confirmation about this return? ^KM,conv_24768
"Basically, my local UPS hub randomly holds my packages w/o notification. Last month, a prime order took 6 days because I couldn't go get it","Sorry about any delivery trouble. Without posting account info, can you tell us more? Are you currently having trouble? ^LI",conv_45684
"Il s’agit d’Amazon Logistics, mon adresse n’était pas assez précise, je pensais être livrée dans ma boîte aux lettres, le livreur a été impoli au possible pour me demander le numéro de l’étage et la porte...","Bonjour, désolée d'apprendre cela 😓 Pouvez-vous nous expliquer la situation s'il vous plaît ? Il s'agit de quel transporteur ? ^MA",conv_76627
I was told for the past 3 days to check my local office because I shoud have the items by now,"I'm so sorry to hear this! When you contacted us, what information or options were given for these orders? ^TH",conv_21221
I did for the first chat with Ashish and left positive feedback. 👍🏻 Chat with Shruti did not give me the feedback option.,"Glad to hear that, Kristopher! Did you receive a feedback survey at the end of your chat? ^TI",conv_79059
Yeah it’s this,I'm sorry you haven't received the book yet! Would you be able to link us to the book you pre-ordered? ^DD,conv_46164
No idea what this is. It has never happened before it either goes to a neighbour or I get a calling card through the door. Regardless on the front of the house in full view is not a safe place. So why was it out there?,"I'm sorry the order was left out! Just to make sure, are your unattended delivery preferences set up: ^EP",conv_95368
Link is not getting open CEO,Could you please fill in your details again in the link sent by my colleague 'SP' here: ? (2/2)^KH,conv_53224
amazon logistics,Who was the courier that was assigned to delivery your order?^SM,conv_87926
"That worked... but it's now reverted back to only allowing Express Delivery (Monday). Have deleted and re-added my address again, but this time it's not allowing Sat/Sun delivery.",Hi Gavin! Please remove your default address then re-add it in Your Account - Then re-confirm weekend delivery is allowed on the delivery preferences for the re-added address. ^CN,conv_91347
It said it was coming last night and then it said it was coming again tonight so I'm confused??? Still it has not arrived yet!,I'm sorry your order is taking longer than expected! Have we missed the delivery date shown here: ^BN,conv_98765
It says by November 3rd at 8 pm. I am just getting worried because that’s 2 days away now.,"Have we missed our expected delivery date here: Please do let us know, we're here for you! ^JE",conv_44132
Lo que me preocupa es el pedido y mas que nada el dinero si en dado caso de que no llegue :c,"Te recomendamos revisar la carpeta de correo no deseado para que verifiques si has recibido el correo. Si no lo has recibido, por favor contacta al correo electrónico que encontraras en el siguiente enlace: ^AA",conv_41521
No,"Apologies for the bad experience. Could you let us know if you've received a correspondence from us? If yes, you may reply to the correspondence sent by us for further help. Appreciate your patience and understanding. ^AK",conv_64249
It's not fair though. Why pay for something then not get the service. I have cancelled the order and cancelled my membership. I won't be shopping with Amazon again and I will letting my family and friends know who also are prime members!,"Hello, Ashleigh! I'm very sorry to hear about the delay! Delivery dates may be slightly extended than what you're normally used to seeing. More about this can be found here: Keep us posted on the arrival! ^WB",conv_60577
Pode deixar 👍,Depois nós conta o que achou do livro. 😊 ^DA,conv_16246
"immer noch nicht da, obwohl mir in Amazon Antwort versprochen wurde, Hermes aufzufordern schnellstmöglich zu liefern, wie gesagt Prime Kunde und Geld abgebucht. Das ist nicht mehr witzig!!!","Super, dann melden sich die Kollegen bald bei dir zurück. Liebe Grüße ^AN",conv_62773
I chatted with Melwin. They assured me that the package would be delivered and that I would receive an email from them. Neither happened.,Do you mind getting in touch with us so we can look at our options together? You can do so here: ^DY,conv_67274
Was delivered by Amazon Logistics! Don’t have time to inspect it thoroughly now. Box clearly shows it’s a telescope and has a ‘This way up’ label in it. Mad beyond belief about this!,Oh no! Sorry to hear this. This is not the service we expect from our carriers. What carrier delivered the order? Is the item damaged?^ES,conv_72357
It’s a functional issue with your website and the Store Card that your reps keep blaming on your bank though it doesn’t have anything to do with them.,"Your responses are answered by actual Representatives, not bots. Without disclosing personal info, can you provide more details about your issue or concern. We cannot access account info via Twitter but will try to help in any way. ^SH",conv_91356
"Nobody has called till now, why are you sending fake replies",email ID. Kindly check it here: 2/2 ^RS,conv_8860
"J’ai commandé lundi deux produits, bénéficiant de Prime j’ai opté pour la livraison le soir. Ils ne sont jamais arrivés.","Bonjour, pourriez-vous m'expliquer davantage la situation s'il vous plaît ? ^FA",conv_17925
I’ve managed to do it now,"You should be able to tap/click on that link. If not, can you please use another device to see if it works? ^RL",conv_20869
ご返信ありがとうございます。問い合わせさせていただきました。ご丁寧にありがとうございます。,ご迷惑をおかけしております。状況をお調べした上でご案内させていただきますので、恐れ入りますが、以下のリンクよりカスタマーサービスにお問い合わせください。 TN,conv_23549
Todos los regalos de Navidad y otros para mi,"¡Hola Alex! ¡Nos encanta poder ser parte de estas fechas tan importantes para ti! 🙂Cuéntanos, ¿Que has comprado últimamente? ^PC",conv_96153
To whom I have to write back mention the id I will write what you want,We wouldn't be able to offer or provide further insight till we receive your write back. We don't have direct access to your Amazon account. Appreciate your understanding here. ^CB,conv_59636
"Thank you but I just spent 2 hours on the phone with the Customer protection department and they can’t guarantee my money back but gave me the email to contact the fraud department. It was digital merchandise and according to your restrictions, a guarantee claim won’t work.","Oh no! We'd like to help in any way we can. You might be eligible to file an A-to-Z Guarantee Claim. For more information, please click here: ^NM",conv_84846
お忙しい中、丁寧にありがとうございます。 申告窓口へ報告します。(｀_´)ゞ,(*´-`).｡oO(ご存知かと思いますが、当サイトからのご請求ではございませんので、ご連絡されませんように。。。) また、携帯大手3社をご利用の場合には、迷惑メール対策として、申告窓口を設置しています。今後受信しないためにも、各窓口へご申告ください。TY,conv_7999
Très bien. Merci.,"Je vous comprends parfaitement et vous m'en voyez navrée, afin que l'on puisse effectuer de plus amples vérifications à ce sujet, je vous prie de signaler cet incident à notre service client s'il vous plaît.",conv_77501
I have done TWICE palmed off once no reply other,If there isn't an update there then please reach out to us directly so that we can look into this for your. You can do this by clicking on the following link: ^KI,conv_51908
Delivery guy said he'll be running late,"I understand waiting can be tiresome. However, please be assured that the packages will be delivered by the end of the day. Do keep us posted for further concerns. ^BV",conv_64120
"Already got it taken care of, amazon looking like eBay 2.0",I'm sorry for the mix-up! We have a return process that will provide your available options here: ^AD,conv_33412
Nd they want fax id proff.but i have different adress on my id proof,"Apologies for the hassle. As the account is on hold, you should have received an email from our specialist team. ^HN",conv_22530
Still nothing. Package now two weeks late. How patient do I have to be with an issue I brought to you two months ago?,We are still working on this! Please be sure to check your e-mail for further updates. ^ZW,conv_22062
I already completed that servey and provided poor feedback.,Feedback for your complaint can be directed to our leadership via the email survey form you received after the contact. ^EM,conv_23054
I already called u guys and explained the issue but u guys told me that u guys are not reliable for your application glitches,"Sorry to know you've received a different product, Falguni. Please reach us from here: we'll check your details and assist you further. ^SV",conv_84821
Trovato! Grazie :),"Nelle impostazioni del tuo Kindle, su ""Avanzamento"", trovi l'opzione ""Pagina nel libro"", selezionabile a seconda dell'ebook. Per saperne di più, clicca qui: A presto! ^MP",conv_67120
चोट्टे,Kindly reach out our support team here: for more details on account closure. ^MK,conv_3853
"Sim! Principalmente quando olham minha estante dizem ""nooossa você já leu quantos desses?""",As pessoas costumam te perguntar quantos livros você já leu? 🙊 ^VL,conv_26787
I have filled the details,"If you haven't received any email, please share your details here: and we'll get back to you. ^HD",conv_6676
non juste qu'une enquête est en cours et qu'il faut attendre jusqu'au 4 décembre,Le service client ne vous a fourni aucun détail/explication ou solution concernant votre demande? ^FT,conv_62688
your company's reputation by doing business with unprofessional postal services. Courier: Amazon Transportation Services Tracking #: 521691347415,"We are sorry to hear about your experience with the delivery associate. We'd like to take a closer look, request you to share your details here: and we'll get in touch with you. ^VH",conv_69062
"Have u gone mad, how many times shud I reply to emails? Jus provide me email ids or else I will complain in consumer forum for mental harassment.",We apologize for the inconvenience. Please reply to the email you received previously from our team and we will get back to you at the earliest. ^BV,conv_26298
,we'll re-check the details and get back to you soon. (2/2)^SU,conv_22510
I already sent an email but thank you anyways!,Sorry for the delay in delivery of your order. Please report this to our support team here: and we'll look into this. ^SD,conv_95662
It is going to be a credit on my Amazon account. No bank no cc,Hello! It generally takes 5-7 business days for your bank to process your refund after we received the return. You can track your return here:,conv_64011
"I am not going to do anything more. If package not recd by nov 8,2017 then I will revert",Sorry for the trouble with the delivery. Kindly drop in your details here: and we'll work on it.^NS,conv_13918
Not upload winner list of LGQ6APPQUIZ on 30th nov,"That's quite a negative comments, Ashok! Did we miss out on announcing the winner list for any contest? You can find the winner's list of the contests here: ^SF",conv_52008
read what i wrote. amazon india is listing pantry products under prime. and pantry does not have free prime shipping.,"I understand your concern regarding shipping fees, Sushubh. Please click here: for more info. ^HD",conv_46183
It hasn’t arrived by the new estimated delivery date and you haven’t been responding. Care to help yet?,"Please keep us updated, Brady! If it hasn't arrived by the new estimated delivery date let us know. ^LA",conv_70696
Thank you but I am going to order from another supplier which guarantees delivery and cancel my Prime subscription.,Apologies for any inconvenience. You should experience no further issues with your new order. ^TS,conv_18795
i better stop ordering from and start ordering from elsewhere. there is no more time commitment or customer satisfaction left,"That's quite a remark, Sidharth. Did any of yours concerns regarding your recent orders went unaddressed? ^NK",conv_25168
"Si il y a de la place, je les prends 😊 oui bien sûr ce sont mes petites et pas de soucis","Alors, les bouts de chou sur votre photo de profil sont de la partie aussi ? 😃 PS : Ils sont trop mignons 😍 Ce sont vos enfants ? Désolé pour ma curiosité ☺️",conv_56021
Des informations partielles et contradictoires ... aujourd'hui chez Chronopost on me dit que le colis est tjs sur la plateforme amazon. chez Amazon on me dit qu'on doit attendre demain pour faire une nouvelle commande/envoi. 3/3,"Bonjour, pouvez-vous m'expliquer votre problème?",conv_64099
"Called - they have been absolutely no help whatsoever. They have already tried to deliver today, outside of the times I specified, and will now try and deliver again but cant gaurantee it will be in specified time. What’s the point? You missed the original NDD, you need to fix it",We understand and value your time. Please connect with our support team from here and they would do the needful to get the package delivered when you are available to collect. ^KK,conv_54703
Normalmente é qual livro to lendo kkk,As pessoas costumam te perguntar quantos livros você já leu? ^VL,conv_26828
"Não, quando eu tento devolver um livro eu recebo a mensagem ""livro devolvido"", mas assim que recarrego a página, o livro ainda está alugado","Oi L L, você recebe alguma mensagem de erro ao tentar usar o Kindle Unlimited? ^LG",conv_47997
I did.,"Hello, by providing your information via the secure link given above, we will be able to look into this issue for you. ^AR",conv_46739
"The tracking indicated as here, and then, it seemed to go back in time, saying it was not here anymore. I believe it's USPS","What does the current tracking indicate? Also, who does the tracking indicate as carrier?: ^VB",conv_7148
Shallow words of a company that couldn’t give a damn,"Hi, we would not have access to your account/order details via Twitter. We would have to ask that you use the link provided so we may attempt to get this looked after as soon as possible. Once again, apologies for the inconvenience caused. ^CR",conv_51978
"ok, je m'excuse mais je me retrouve avec les mêmes options : commandé à un tiers contacter le vendeur ... on tourne en rond",Vous pouvez contacter le service client de amazon.ca depuis le lien suivant: . ^ASZ,conv_26774
Ok NOW I have a problem. An order was originally by yesterday and now it is saying any time before NEXT Saturday. If I knew it would be this much trouble I would have bought it in a shop because I need it. And of course I can’t cancel it now. Help?,I certainly understand your frustration! We strive to meet the date given in check out. Next-day delivery refers to transit time as some items may need additional processing. You can view more information here: We hope this helps. ^HC,conv_56130
Fiancé. Told by customer service to wait 24 hours. My fiancé has no presents to open when he gets home from work,"Truly sorry, this isn't what we intend! Without personal or account info could you tell us a bit about what's happened? ^JE",conv_36658
Do I have to share email thread of how they are treating to me.,I'm sure you will soon receive a reply from our Account Specialist team with an update. (2/2) ^SI,conv_13894
"Ok, if you guys need anything from me let me know. I have UPS proof of tracking, transactions from Amazon, and transcripts from Amazon saved. Thank you",I'm sorry for the wait. We're still investigating the situation and will get back to you as soon as possible.^PJ,conv_87869
Directly from yourselves!!,"Sorry that your item arrived in that condition, was it sold directly by Amazon or a seller?^CN",conv_58340
"Not your fault. It's the stupid (great that u responded, notice they didn't). They're always giving me my neighbor's mail too. Thanks","I'm very sorry about this experience, Robert. We'd like to help! Could you tell us more details about what's going on? ^HM",conv_9441
"Ya no necesito encontrar al amor de mi vida porque me quiero casar contigo, Amazon. O no.","¡Hola, Oscar! Muchísimas gracias por tus comentarios, hacemos siempre lo que esté a nuestro alcance para satisfacer a nuestros clientes. Nos alegra leer que tu problema se haya resuelto. ^LC",conv_94465
It was a great help from ur side with ur pre scripted n repeated answers n yes for delivering a soap in d packet of phone.,"Thank you for your understanding. As informed earlier, ensuring the security of our customer's account information is our top priority and we never want to take any chances. Do keep us posted for any further concern. ^AM",conv_99998
"To be clear, this isn’t 3 items. This is 3 multi-item orders. All delayed now. And judging from your fb mentions, I’m far from alone. 😕","I'm sorry to hear of this, is there a note on the tracking saying why it is delayed? ^KI",conv_70794
,"Bonsoir, désolé d'apprendre cela. Que mentionne le suivi de votre colis ? ^KD",conv_86329
"Done. And I don't appreciate feeling harassed or having to defend my order, especially when I've had orders delivered before.",Hover over Need More Help and select Contact Us. (2/2) ^DG,conv_48069
"Not anymore, I canceled the item that was going to arrive after the cutoff.",Do you currently have any packages that have been delayed or haven't shipped yet? Please reach out to us for assistance if you do. I know it's frustrating and I offer my most sincere apology for any inconvenience. (2/2) ^SP,conv_72208
"Too long to write but when I called it was more of a friendly inquiry and when I hung up I was downright confused, angered and don't know if or when my order will arrive at this point. Horrible call.","I apologise for the bad experience.We would love to help you out with this, but can you just give us a bit more info first. Thank you.^SM",conv_57346
Acabei de comprar o Kindle 😍,Olá! Você já sabe o que vai comprar? 😍🎁 ^JJ,conv_89920
I think I am talking with ROBOT..only copy paste line I received.. my biggest mistake to purchase from #Amazon ..,I get your disappointment. Request you to reply to the email sent by our social media team and we will respond on the same. ^GK,conv_17499
Directo con Amazon,¡Hola! ¿Hiciste la compra directamente con Amazon o con un vendedor? ^NP,conv_91352
"Bonjour, mon problème est qu’on ne m’a pas livré mon colis mardi (alors que j’étais à la maison), qu’on m’a demandé de reprogrammé, ce que j’ai fait pour mercredi, j’ai attendu toute la journée sans pouvoir sortir, pas de message, pas de livreur, qu’on me dit que j’étais absente","Bonjour, Rencontrez-vous un souci avec une livraison en cours? Pouvez-vous nous expliquer davantage la situation je vous prie? ^SA",conv_60636
Antes era um link exclusivo para quadrinhos e até alguns nem havia preço ainda.,2/2 Te apresenta algum erro ao realizar o filtro? ^DA,conv_33516
It was supposed to be delivered today and now it's saying rescheduled due to customer request. And I have not request anything,What is the most recent delivery estimate shown: ^SJ,conv_30082
Just let the user know what charges might apply when a change is made. As simple as an alert. #UX #CustomerService #CustomerExperience,(2/2) Benefits may differ from site to site and aren't transferable. I will forward your feedback regarding this. ^MI,conv_49304
I still don't have it 😭,Oh no! I'm sorry to hear you've had a poor experience with one-day shipping. Can you tell us if you have current package you're waiting on? ^KH,conv_96157
"Lo mío ha sido un tuit sincero, sin ironía.","Hola Gerardo, ¿has tenido algún inconveniente con la entrega de tus pedidos? ^MZ",conv_73874
I am busy now . By Saturday if don't get replacement product! I will share the entire incident in all major platforms.so that people aware about fake product sold at Amazon,I'm sorry to know that the resolution provided wasn't as you expected. Kindly respond to the email sent to you by the Social Media team and we'll take this up further. Appreciate your understanding. ^EM,conv_56099
merci pour votre réponse,"Bonsoir, cela n'est malheureusement pas possible. Les prix dépendent de plusieurs critères. Merci pour votre intérêt. ^MH",conv_93271
10 hours ago.,Can you tell us when this information was submitted? Account Specialists can take up to 2 business days to investigate an account when the information has been sent. ^EZ,conv_3870
Spoke to the delivery guy said he'll be here in 2mins but it's already 15mins!!,I'm sorry your facing the delivery issues. We deliver the packages till 8pm. I request you to kindly wait till this time frame. Do keep us posted for any further concerns. We're here to help. ^HS,conv_64115
Can I expect resolution from the boss,"I understand your frustration, Sumit. You should've received an email correspondence from our team. Please reply to the same for further assistance. Please don't provide your details, we consider it personal information. Our Twitter page is visible to public.^MK",conv_98781
Not received any email,"Hi, you should have received an email with an update over your account. We will not be check this for you. ^RW",conv_7980
i have ordered using amazon pay balance for first time and cash back of 20%is not credidted to account since 15days,I'm sorry about the unpleasant experience. Could you please let us know what went wrong so we can help you? ^GD,conv_67259
"Ok, merci :)","Votre commande est bien expédiée. La livraison sera effectuée d'ici le 15/12 au plus tard comme indiquée. Pour en savoir plus, je vous propose de contacter le vendeur directement via la page suivante : ^SB",conv_51969
Yes. All week. Utterly useless. Two now been stolen,So sorry to hear about the issue with your delivery! Have you already contacted us regarding the missing TV? ^GS,conv_84135
"Yes, reported every one of the above. Multiple times &amp;requested a reason for 'failed to deliver'. Had 2 products re-ordered twice, but most just get a 'refund' notice- no further action, usually a week or two later after being PROMISED it will be delivered 24-48 hours later...","Oh no! When an order misses the delivery date, have you reported it to us? If so, what options were we able to offer? Please be sure to let us know! We're here to help. ^TG",conv_70565
"Bom dia, um dos itens estava por encomenda e não recebi nenhum e-mail informando do pagamento","Bom dia Estela! Entendo, neste caso pode por gentileza, nos informar se todos os itens no seu pedido estão no estoque ou se você tem recebido algum e-mail informando algum inconveniente com o pagamento de sue pedido. ^CJ",conv_51875
Gracias! ;),"Cyrius, puedes contactar con nuestros compañeros directamente a través del siguiente enlace: Si necesitas asistencia adicional, no dudes en contactarnos. ^LG",conv_73745
¡Ayer llamé al menos 7 veces! Tendrían q ser Vds los q contacten conmigo. Muy mala experiencia!!!!,¿Has contactado a nuestros compañeros de Soporte al Cliente para reportar lo que indicas? ^DA,conv_26233
Thank you very much for addressing my concern this short notice.,416003 or 416012 are eligible for delivery in your location. Stay tuned to place the order soon. ^VM,conv_45639
¿A poco no mi Holly está bien chispa? P.D. Quiero un dinosaurio como Ruperto.,"Ivan amamos ofrecerte un mejor servicio cada día y que te sientas a gusto con tus pedidos. 😍💕 ¡Nos comueve tus comentarios hasta nuestro Ruperto no pudo contener sus lágrimas! Cuéntanos, ¿Qué has comprado últimamente? ^PC",conv_96176
Your customer executive was extremely rude and kept on insulting and disconnected the call when I told her to provide me whatever confirmation she is giving me on call in written. Why are you guys so afraid to give something in written? Fraudsters !!!,"If you have written back to us, we shall surely review the situation and get back to you at the earliest. Appreciate your patience here. ^CB",conv_65588
I've had no emails only the confirmation emails that password has been reset and still doesn't let me log in just says incorrect password,"I'm sorry to hear about the trouble, Tom! Just to confirm, have you received any e-mails regarding the status of your account? Please be sure to check spam/junk folders. Keep us posted! We want to help! ^SD",conv_84076
私はあなたに私の口座情報を伝えることができますか？可能であれば、長距離電話をしないでください。,申し訳ございませんが、サインインできない場合、チャットでお問合せいただくことはできません。お手数ですが、お電話でお問い合わせください。 SM,conv_94527
I have already contacted them since two days but issue not yet solved.,"Truly sorry about that, Akshay. Please report this to our support team here: and we'll assist you. ^NK",conv_26348
So still nothing.,I'm terribly sorry for the delay! We want to ensure you receive this package. Please keep up updates on its arrival. ^DG,conv_60664
"Bonjour. Depuis hier matin ça indique ""Votre colis est en cours de livraison"".","Bonjour, je suis sincèrement désolé du désagrément causé. Pourriez-vous me préciser qu'indique le suivi du transporteur s'il vous plaît? ^FA",conv_73915
Ok. It doesnt list the cost? &amp; wat exactly is my $3 a month pay for?,We do have the option for Amazon Music Unlimited Family Plan. For more info visit here: ^AC,conv_35123
Why do I need to do this again?,We'd like to take another detailed look at this for you. Please provide your order details with us here: ^KP,conv_92578
#AmazonIndia what would reaching out that to end of day would do..Better try to get this atleast delivered today. That would be more helpful,I'm sorry for the stretch. We're working on the issue and will reach out to you end of the day today. ^AP,conv_28026
"nossa, nessa black friday foram uns 10 📖❤️","Eita, quais livros você comprou Ana? 😁💕 ^VL",conv_73753
Check this..,Please let us know if we have missed the estimated delivery date for your order through this link: ^SI,conv_20011
"Thanks, I called. The agent says the order has been received, but not shipped. Still anticipate a Friday delivery",Please give us a call here: so we can take a look into this with you! ^TR,conv_7525
"I’m afraid I need to retract that?! After numerous emails &amp; phone calls, still not sorted! The words were great, just not the actions to follow it up 😩😩😩",So glad we could get everything sorted out! We take account security extremely seriously! ^AD,conv_53746
Which might be the reason I did not see the email. I probably did received one however I have lost access to my previous email address,Did you receive an email confirming your refund for cancelling your subscription?^PJ,conv_54600
"Day is over so your day promise,how would you compensate now? It wasn't to be delivered today, very simple reason agent's no. was not shared",into it and get back to you soon. Appreciate your patience. (2/2) ^MO,conv_26255
"1st item ($15) I was told tomorrow, the item never was delivered, ""lost in transit""; 2nd item ($630) I was told tomorrow, item showed up 13 days late; 3rd item ($50) I was told tomorrow, tomorrow is nearly over and no item. Why am I paying for Prime, nothing is being delivered??",Thanks for reaching out to us! I apologize for the delivery experiences. Were you given an update on the delivery date? Please let us know. ^MO,conv_97434
"This is what it says now, I'm not happy as I was excited to receive this today 😣","Apologies for the delay in response! We're here to help. What's the most recent tracking update for your orders? Are they still marked as ""Out for Delivery""? You can check here: ^BL",conv_89403
I’m looking to reroute all my packages (except 1) to a nearby Amazon locker. I’ll DM you now :),"We'd like to help in any way we can, Juan! I've enabled direct messaging. Without providing personal or account information, please tell us a little more about what's going on. ^FD",conv_3847
"Yeah, all of them and I still have no parcel. What's going on!?","Hey, Tom! Here's a few steps to help you find your missing parcel: Have you tried these? ^DY",conv_72275
Thanks for your help! What happens if when I hold the home button I don't get a mirroring option? See photo,Sure do! You can find some helpful information on screen mirroring here: I hope this helps! ^AD,conv_26216
"Thank you for your help. Have done exactly what you said and am no further on. Been told to order the items, then email cust services and they might issue refund. Offer ends 30th and i will get a reply in 24 hours. Very poor telephone cust service and I'm not placing an order","Sorry for any inconvenience caused! With Twitter, we're unable to access your account information. Please, allow us to troubleshoot in real time via phone or chat here: ^JE",conv_78939
I have emailed you now so will wait for your reply hopefully this can be resolved soon,"At your convenience, please reach us directly via the following link. It will enable you to skip sign in so you can report this issue to us: ^BV",conv_84073
